Admin0,Admin1,Population,Year,Dataset
Uganda,Namisindwa,228335,2018,LandScan Global
Uganda,Mpigi,300106,2018,LandScan Global
Uganda,Ngora,159721,2018,LandScan Global
Uganda,Bunyangabu,196483,2018,LandScan Global
Uganda,Buyende,390944,2018,LandScan Global
Uganda,Butambala,117841,2018,LandScan Global
Uganda,Bududa,242721,2018,LandScan Global
Uganda,Rukungiri,349205,2018,LandScan Global
Uganda,Lira,467326,2018,LandScan Global
Uganda,Busia,363573,2018,LandScan Global
Uganda,Kween,106660,2018,LandScan Global
Uganda,Ntoroko,71886,2018,LandScan Global
Uganda,Kasanda,335461,2018,LandScan Global
Uganda,Luuka,255059,2018,LandScan Global
Uganda,Kiryandongo,309752,2018,LandScan Global
Uganda,Bugweri,143524,2018,LandScan Global
Uganda,Kumi,277597,2018,LandScan Global
Uganda,Budaka,260047,2018,LandScan Global
Uganda,Nebbi,269816,2018,LandScan Global
Uganda,Kanungu,281618,2018,LandScan Global
Uganda,Nwoya,210881,2018,LandScan Global
Uganda,Bulambuli,198429,2018,LandScan Global
Uganda,Kabale,258089,2018,LandScan Global
Uganda,Buliisa,137136,2018,LandScan Global
Uganda,Ibanda,281775,2018,LandScan Global
Uganda,Pader,199450,2018,LandScan Global
Uganda,Buhweju,135912,2018,LandScan Global
Uganda,Buikwe,498790,2018,LandScan Global
Uganda,Kapchorwa,115758,2018,LandScan Global
Uganda,Kibaale,189832,2018,LandScan Global
Uganda,Kakumiro,392806,2018,LandScan Global
Uganda,Nakasongola,213621,2018,LandScan Global
Uganda,Ntungamo,554937,2018,LandScan Global
Uganda,Kasese,773393,2018,LandScan Global
Uganda,Bukomansimbi,160612,2018,LandScan Global
Uganda,Sembabule,282102,2018,LandScan Global
Uganda,Kabarole,333952,2018,LandScan Global
Uganda,Lwengo,302160,2018,LandScan Global
Uganda,Butebo,161717,2018,LandScan Global
Uganda,Kaliro,272937,2018,LandScan Global
Uganda,Kapelebyong,101074,2018,LandScan Global
Uganda,Bugiri,466962,2018,LandScan Global
Uganda,Tororo,606778,2018,LandScan Global
Uganda,Bukwa,109589,2018,LandScan Global
Italy,Lazio,5655397,2018,LandScan Global
Yemen,Hadramawt,3053849,2018,LandScan Global
Yemen,Arkhabil Suqutra,126804,2018,LandScan Global
Morocco,Beni Mellal-Khenifra,2596582,2018,LandScan Global
Morocco,Casablanca-Settat,7047517,2018,LandScan Global
Morocco,Dakhla-Oued Ed-Dahab,152521,2018,LandScan Global
Morocco,Draa-Tafilalet,1681957,2018,LandScan Global
Morocco,Fes-Meknes,4360956,2018,LandScan Global
Morocco,Guelmim-Oued Noun,446989,2018,LandScan Global
Morocco,Marrakech-Safi,4635658,2018,LandScan Global
Morocco,Oriental,2384053,2018,LandScan Global
Morocco,Rabat-Sale-Kenitra,4714481,2018,LandScan Global
Morocco,Souss-Massa,2743494,2018,LandScan Global
Morocco,Tanger-Tetouan-Al Hoceima,3657875,2018,LandScan Global
Morocco,Laayoune-Sakia El Hamra,453654,2018,LandScan Global
Azerbaijan,Aberon,220873,2018,LandScan Global
Azerbaijan,Agcabadi,138100,2018,LandScan Global
Azerbaijan,Agdam,196285,2018,LandScan Global
Azerbaijan,Agstafa,86839,2018,LandScan Global
Azerbaijan,Agsu,78645,2018,LandScan Global
Azerbaijan,Astara,100925,2018,LandScan Global
Azerbaijan,Balakan,98115,2018,LandScan Global
Azerbaijan,Barda,158955,2018,LandScan Global
Azerbaijan,Beylaqan,97501,2018,LandScan Global
Azerbaijan,Bilasuvar,103096,2018,LandScan Global
Azerbaijan,Daskasan,36725,2018,LandScan Global
Azerbaijan,Fuzuli,129010,2018,LandScan Global
Azerbaijan,Gadabay,103793,2018,LandScan Global
Azerbaijan,Goranboy,109288,2018,LandScan Global
Azerbaijan,Haciqabul,71669,2018,LandScan Global
Azerbaijan,Imisli,128579,2018,LandScan Global
Azerbaijan,Ismayilli,88553,2018,LandScan Global
Azerbaijan,Kalbacar,90299,2018,LandScan Global
Azerbaijan,Kurdamir,115959,2018,LandScan Global
Azerbaijan,Lacin,77206,2018,LandScan Global
Azerbaijan,Lankaran,176731,2018,LandScan Global
Azerbaijan,Lerik,84556,2018,LandScan Global
Azerbaijan,Masalli,223645,2018,LandScan Global
Azerbaijan,Mingacevir,106082,2018,LandScan Global
Azerbaijan,Naftalan,4962,2018,LandScan Global
Azerbaijan,Naxcivan,445795,2018,LandScan Global
Azerbaijan,Neftcala,89622,2018,LandScan Global
Azerbaijan,Oguz,44834,2018,LandScan Global
Azerbaijan,Qabala,104835,2018,LandScan Global
Azerbaijan,Qax,59792,2018,LandScan Global
Azerbaijan,Qazax,101013,2018,LandScan Global
Azerbaijan,Qobustan,45177,2018,LandScan Global
Azerbaijan,Quba,175497,2018,LandScan Global
Azerbaijan,Qubadli,41045,2018,LandScan Global
Azerbaijan,Qusar,95628,2018,LandScan Global
Azerbaijan,Saatli,105890,2018,LandScan Global
Azerbaijan,Sabirabad,173429,2018,LandScan Global
Azerbaijan,Saki City,138119,2018,LandScan Global
Azerbaijan,Salyan,139524,2018,LandScan Global
Azerbaijan,Samaxi,104909,2018,LandScan Global
Azerbaijan,Samkir,218647,2018,LandScan Global
Azerbaijan,Samux,54805,2018,LandScan Global
Azerbaijan,Siyazan,41710,2018,LandScan Global
Azerbaijan,Sumqayit,305167,2018,LandScan Global
Azerbaijan,Susa,31197,2018,LandScan Global
Azerbaijan,Tartar,110983,2018,LandScan Global
Azerbaijan,Tovuz,173286,2018,LandScan Global
Azerbaijan,Ucar,93728,2018,LandScan Global
Azerbaijan,Xacmaz,177578,2018,LandScan Global
Azerbaijan,Xankandi,48842,2018,LandScan Global
Azerbaijan,Goygol,66462,2018,LandScan Global
Azerbaijan,Xizi,17156,2018,LandScan Global
Azerbaijan,Xocali,41184,2018,LandScan Global
Azerbaijan,Xocavand,46064,2018,LandScan Global
Azerbaijan,Yardimli,65346,2018,LandScan Global
Azerbaijan,Yevlax City,70026,2018,LandScan Global
Azerbaijan,Zaqatala,42433,2018,LandScan Global
Azerbaijan,Zangilan,132429,2018,LandScan Global
Azerbaijan,Zardab,59129,2018,LandScan Global
Azerbaijan,Sirvan,87732,2018,LandScan Global
Azerbaijan,Sabran,59423,2018,LandScan Global
Azerbaijan,Agdas,110419,2018,LandScan Global
Azerbaijan,Baki,2275727,2018,LandScan Global
Azerbaijan,Cabrayil,79225,2018,LandScan Global
Azerbaijan,Calilabad,218302,2018,LandScan Global
Azerbaijan,Ganca,351939,2018,LandScan Global
Azerbaijan,Goycay,117413,2018,LandScan Global
Azerbaijan,Lankaran City,53891,2018,LandScan Global
Azerbaijan,Saki,53089,2018,LandScan Global
Azerbaijan,Yevlax,62917,2018,LandScan Global
Antigua and Barbuda,Barbuda,1859,2018,LandScan Global
Antigua and Barbuda,Saint Mary,7433,2018,LandScan Global
Antigua and Barbuda,Saint John,49417,2018,LandScan Global
Antigua and Barbuda,Saint George,10230,2018,LandScan Global
Antigua and Barbuda,Saint Peter,7434,2018,LandScan Global
Antigua and Barbuda,Saint Philip,3784,2018,LandScan Global
Antigua and Barbuda,Saint Paul,11261,2018,LandScan Global
Cape Verde,Boa Vista,12706,2018,LandScan Global
Cape Verde,Brava,5893,2018,LandScan Global
Cape Verde,Maio,5314,2018,LandScan Global
Cape Verde,Mosteiros,9799,2018,LandScan Global
Cape Verde,Paul,5889,2018,LandScan Global
Cape Verde,Porto Novo,11002,2018,LandScan Global
Cape Verde,Praia,150086,2018,LandScan Global
Cape Verde,Ribeira Brava,6979,2018,LandScan Global
Cape Verde,Ribeira Grande,13420,2018,LandScan Global
Cape Verde,Ribeira Grande de Santiago,7918,2018,LandScan Global
Cape Verde,Sal,21329,2018,LandScan Global
Cape Verde,Santa Catarina,48728,2018,LandScan Global
Cape Verde,Santa Catarina do Fogo,5467,2018,LandScan Global
Cape Verde,Santa Cruz,27497,2018,LandScan Global
Cape Verde,Sao Lourenco dos Orgaos,8045,2018,LandScan Global
Cape Verde,Sao Miguel,14405,2018,LandScan Global
Cape Verde,Sao Salvador do Mundo,8183,2018,LandScan Global
Cape Verde,Sao Vicente,83839,2018,LandScan Global
Cape Verde,Tarrafal,18864,2018,LandScan Global
Cape Verde,Tarrafal de Sao Nicolau,4231,2018,LandScan Global
Cape Verde,Sao Domingos,14286,2018,LandScan Global
Cape Verde,Sao Filipe,21347,2018,LandScan Global
Cyprus,Ammochostos,159513,2018,LandScan Global
Cyprus,Keryneia,84401,2018,LandScan Global
Cyprus,Larnaka,144162,2018,LandScan Global
Cyprus,Lemesos,234455,2018,LandScan Global
Cyprus,Lefkosia,473019,2018,LandScan Global
Cyprus,Pafos,90745,2018,LandScan Global
Dominica,Saint Andrew,9630,2018,LandScan Global
Dominica,Saint David,5008,2018,LandScan Global
Dominica,Saint George,17762,2018,LandScan Global
Dominica,Saint John,6483,2018,LandScan Global
Dominica,Saint Joseph,3633,2018,LandScan Global
Dominica,Saint Luke,295,2018,LandScan Global
Dominica,Saint Mark,1846,2018,LandScan Global
Dominica,Saint Patrick,5912,2018,LandScan Global
Dominica,Saint Paul,4081,2018,LandScan Global
Dominica,Saint Peter,748,2018,LandScan Global
Dominican Republic,Baoruco,103830,2018,LandScan Global
Dominican Republic,Azua,234623,2018,LandScan Global
Dominican Republic,Barahona,193996,2018,LandScan Global
Dominican Republic,Distrito Nacional,997248,2018,LandScan Global
Dominican Republic,Duarte,315689,2018,LandScan Global
Dominican Republic,El Seibo,95373,2018,LandScan Global
Dominican Republic,Espaillat,257119,2018,LandScan Global
Dominican Republic,Hato Mayor,91606,2018,LandScan Global
Dominican Republic,Hermanas Mirabal,99736,2018,LandScan Global
Dominican Republic,Independencia,57182,2018,LandScan Global
Dominican Republic,La Altagracia,295216,2018,LandScan Global
Dominican Republic,La Romana,256794,2018,LandScan Global
Dominican Republic,La Vega,436832,2018,LandScan Global
Dominican Republic,Monte Cristi,119247,2018,LandScan Global
Dominican Republic,Monte Plata,201774,2018,LandScan Global
Dominican Republic,Pedernales,46261,2018,LandScan Global
Dominican Republic,Peravia,204778,2018,LandScan Global
Dominican Republic,Puerto Plata,345723,2018,LandScan Global
Dominican Republic,San Juan,253407,2018,LandScan Global
Dominican Republic,Santiago,1043668,2018,LandScan Global
Dominican Republic,Santo Domingo,2445878,2018,LandScan Global
Dominican Republic,Valverde,176111,2018,LandScan Global
Dominican Republic,Dajabon,59113,2018,LandScan Global
Dominican Republic,Elias Pina,64345,2018,LandScan Global
Dominican Republic,Maria Trinidad Sanchez,152460,2018,LandScan Global
Dominican Republic,Monsenor Nouel,181049,2018,LandScan Global
Dominican Republic,Samana,90850,2018,LandScan Global
Dominican Republic,Sanchez Ramirez,164417,2018,LandScan Global
Dominican Republic,San Cristobal,614955,2018,LandScan Global
Dominican Republic,San Jose de Ocoa,64270,2018,LandScan Global
Dominican Republic,San Pedro de Macoris,292981,2018,LandScan Global
Dominican Republic,Santiago Rodriguez,63003,2018,LandScan Global
Fiji,Central,387902,2018,LandScan Global
Fiji,Northern,130103,2018,LandScan Global
Fiji,Western,345931,2018,LandScan Global
Fiji,Rotuma,1244,2018,LandScan Global
Fiji,Eastern,30716,2018,LandScan Global
Latvia,Riga,621772,2018,LandScan Global
Latvia,Valmiera,21225,2018,LandScan Global
Latvia,Liepaja,66119,2018,LandScan Global
Latvia,Aizkraukles Novads,7720,2018,LandScan Global
Latvia,Auces Novads,6225,2018,LandScan Global
Latvia,Bauskas Novads,22488,2018,LandScan Global
Latvia,Dobeles Novads,19842,2018,LandScan Global
Latvia,Iecavas Novads,8379,2018,LandScan Global
Latvia,Jaunjelgavas Novads,5819,2018,LandScan Global
Latvia,Kokneses Novads,4931,2018,LandScan Global
Latvia,Krustpils Novads,5856,2018,LandScan Global
Latvia,Neretas Novads,3084,2018,LandScan Global
Latvia,Ogres Novads,33115,2018,LandScan Global
Latvia,Ozolnieku Novads,9380,2018,LandScan Global
Latvia,Salas Novads,3502,2018,LandScan Global
Latvia,Vecumnieku Novads,6936,2018,LandScan Global
Latvia,Alojas Novads,4619,2018,LandScan Global
Latvia,Amatas Novads,5565,2018,LandScan Global
Latvia,Apes Novads,3356,2018,LandScan Global
Latvia,Baldones Novads,5459,2018,LandScan Global
Latvia,Burtnieku Novads,7463,2018,LandScan Global
Latvia,Carnikavas Novads,8322,2018,LandScan Global
Latvia,Cesvaines Novads,2358,2018,LandScan Global
Latvia,Garkalnes Novads,7737,2018,LandScan Global
Latvia,Gulbenes Novads,20242,2018,LandScan Global
Latvia,Jaunpiebalgas Novads,2241,2018,LandScan Global
Latvia,Krimuldas Novads,4753,2018,LandScan Global
Latvia,Madonas Novads,22533,2018,LandScan Global
Latvia,Mazsalacas Novads,2952,2018,LandScan Global
Latvia,Olaines Novads,20312,2018,LandScan Global
Latvia,Raunas Novads,3056,2018,LandScan Global
Latvia,Salaspils Novads,24316,2018,LandScan Global
Latvia,Saulkrastu Novads,5680,2018,LandScan Global
Latvia,Siguldas Novads,17255,2018,LandScan Global
Latvia,Smiltenes Novads,12062,2018,LandScan Global
Latvia,Valkas Novads,8573,2018,LandScan Global
Latvia,Vecpiebalgas Novads,3616,2018,LandScan Global
Latvia,Aglonas Novads,3151,2018,LandScan Global
Latvia,Aizputes Novads,8223,2018,LandScan Global
Latvia,Alsungas Novads,1353,2018,LandScan Global
Latvia,Baltinavas Novads,1004,2018,LandScan Global
Latvia,Balvu Novads,12044,2018,LandScan Global
Latvia,Ciblas Novads,2654,2018,LandScan Global
Latvia,Dagdas Novads,6819,2018,LandScan Global
Latvia,Daugavpils Novads,19678,2018,LandScan Global
Latvia,Dundagas Novads,3471,2018,LandScan Global
Latvia,Durbes Novads,2757,2018,LandScan Global
Latvia,Engures Novads,7317,2018,LandScan Global
Latvia,Jaunpils Novads,2133,2018,LandScan Global
Latvia,Kandavas Novads,7886,2018,LandScan Global
Latvia,Ludzas Novads,12232,2018,LandScan Global
Latvia,Priekules Novads,5152,2018,LandScan Global
Latvia,Rojas Novads,3501,2018,LandScan Global
Latvia,Rucavas Novads,1451,2018,LandScan Global
Latvia,Saldus Novads,21738,2018,LandScan Global
Latvia,Skrundas Novads,4721,2018,LandScan Global
Latvia,Talsu Novads,27911,2018,LandScan Global
Latvia,Tukuma Novads,27213,2018,LandScan Global
Latvia,Ventspils Novads,11970,2018,LandScan Global
Latvia,Zilupes Novads,2684,2018,LandScan Global
Latvia,Aknistes Novads,2535,2018,LandScan Global
Latvia,Ikskiles Novads,8482,2018,LandScan Global
Latvia,Jekabpils Novads,4542,2018,LandScan Global
Latvia,Jekabpils,22047,2018,LandScan Global
Latvia,Keguma Novads,6026,2018,LandScan Global
Latvia,Lielvardes Novads,9607,2018,LandScan Global
Latvia,Plavinu Novads,4576,2018,LandScan Global
Latvia,Rundales Novads,3989,2018,LandScan Global
Latvia,Skriveru Novads,3252,2018,LandScan Global
Latvia,Tervetes Novads,3312,2018,LandScan Global
Latvia,Viesites Novads,3585,2018,LandScan Global
Latvia,Adazu Novads,10664,2018,LandScan Global
Latvia,Aluksnes Novads,14413,2018,LandScan Global
Latvia,Beverinas Novads,5066,2018,LandScan Global
Latvia,Cesu Novads,16235,2018,LandScan Global
Latvia,Erglu Novads,2738,2018,LandScan Global
Latvia,Incukalna Novads,7469,2018,LandScan Global
Latvia,Jurmala,45315,2018,LandScan Global
Latvia,Kekavas Novads,22398,2018,LandScan Global
Latvia,Kocenu Novads,5862,2018,LandScan Global
Latvia,Ligatnes Novads,3246,2018,LandScan Global
Latvia,Limbazu Novads,16091,2018,LandScan Global
Latvia,Lubanas Novads,2109,2018,LandScan Global
Latvia,Malpils Novads,3380,2018,LandScan Global
Latvia,Marupes Novads,32656,2018,LandScan Global
Latvia,Nauksenu Novads,1774,2018,LandScan Global
Latvia,Pargaujas Novads,3656,2018,LandScan Global
Latvia,Priekulu Novads,7299,2018,LandScan Global
Latvia,Ropazu Novads,6881,2018,LandScan Global
Latvia,Rujienas Novads,4970,2018,LandScan Global
Latvia,Salacgrivas Novads,7023,2018,LandScan Global
Latvia,Sejas Novads,2210,2018,LandScan Global
Latvia,Strencu Novads,2628,2018,LandScan Global
Latvia,Stopinu Novads,9512,2018,LandScan Global
Latvia,Varaklanu Novads,2955,2018,LandScan Global
Latvia,Brocenu Novads,5564,2018,LandScan Global
Latvia,Grobinas Novads,9984,2018,LandScan Global
Latvia,Ilukstes Novads,6842,2018,LandScan Global
Latvia,Karsavas Novads,5403,2018,LandScan Global
Latvia,Kraslavas Novads,14335,2018,LandScan Global
Latvia,Kuldigas Novads,22263,2018,LandScan Global
Latvia,Livanu Novads,10907,2018,LandScan Global
Latvia,Mersraga Novads,1357,2018,LandScan Global
Latvia,Nicas Novads,3873,2018,LandScan Global
Latvia,Pavilostas Novads,2544,2018,LandScan Global
Latvia,Preilu Novads,9302,2018,LandScan Global
Latvia,Riebinu Novads,4614,2018,LandScan Global
Latvia,Rugaju Novads,2168,2018,LandScan Global
Latvia,Varkavas Novads,1903,2018,LandScan Global
Latvia,Vainodes Novads,2462,2018,LandScan Global
Latvia,Vilakas Novads,4624,2018,LandScan Global
Latvia,Vilanu Novads,5797,2018,LandScan Global
Latvia,Daugavpils,80172,2018,LandScan Global
Latvia,Ventspils,33616,2018,LandScan Global
Latvia,Jelgava,54545,2018,LandScan Global
Latvia,Jelgavas Novads,24205,2018,LandScan Global
Latvia,Rezeknes Novads,25108,2018,LandScan Global
Latvia,Rezekne,27840,2018,LandScan Global
Latvia,Babites Novads,12766,2018,LandScan Global
Malta,Centrali,104683,2018,LandScan Global
Malta,Xlokk,101539,2018,LandScan Global
Malta,Nofsinhar,101228,2018,LandScan Global
Malta,Tramuntana,89774,2018,LandScan Global
Malta,Ghawdex,32223,2018,LandScan Global
Marshall Islands,Ailinglaplap,139,2018,LandScan Global
Marshall Islands,Arno,651,2018,LandScan Global
Marshall Islands,Aur,6,2018,LandScan Global
Marshall Islands,Ebon,348,2018,LandScan Global
Marshall Islands,Enewtak and Ujelang,275,2018,LandScan Global
Marshall Islands,Jaluit,180,2018,LandScan Global
Marshall Islands,Bikini and Kili,520,2018,LandScan Global
Marshall Islands,Kwajalein,13734,2018,LandScan Global
Marshall Islands,Lae,455,2018,LandScan Global
Marshall Islands,Likiep,100,2018,LandScan Global
Marshall Islands,Majuro,8192,2018,LandScan Global
Marshall Islands,Maloelap,44,2018,LandScan Global
Marshall Islands,Mejit,35,2018,LandScan Global
Marshall Islands,Mili,235,2018,LandScan Global
Marshall Islands,Namdrik,83,2018,LandScan Global
Marshall Islands,Namu,10,2018,LandScan Global
Marshall Islands,Ujae,16,2018,LandScan Global
Marshall Islands,Utrik,567,2018,LandScan Global
Marshall Islands,Wotho,2,2018,LandScan Global
Marshall Islands,Wotje,653,2018,LandScan Global
Nauru,Aiwo,540,2018,LandScan Global
Nauru,Anabar,588,2018,LandScan Global
Nauru,Anibare,257,2018,LandScan Global
Nauru,Baitsi,205,2018,LandScan Global
Nauru,Denigomodu,2224,2018,LandScan Global
Nauru,Buada,609,2018,LandScan Global
Nauru,Ewa,319,2018,LandScan Global
Nauru,Ijuw,319,2018,LandScan Global
Nauru,Meneng,637,2018,LandScan Global
Nauru,Nibok,316,2018,LandScan Global
Nauru,Uaboe,407,2018,LandScan Global
Nauru,Yaren,922,2018,LandScan Global
Nepal,Nepalmandal,6158730,2018,LandScan Global
Nepal,Gandaki,2716377,2018,LandScan Global
Nepal,Khaptad,2835110,2018,LandScan Global
Nepal,Karnali,1760846,2018,LandScan Global
Nepal,Koshi,5029077,2018,LandScan Global
Nepal,Lumbini,4885908,2018,LandScan Global
Nepal,Madhesh,5881841,2018,LandScan Global
Palau,Aimeliik,357,2018,LandScan Global
Palau,Airai,2537,2018,LandScan Global
Palau,Angaur,148,2018,LandScan Global
Palau,Kayangel,2,2018,LandScan Global
Palau,Koror,9883,2018,LandScan Global
Palau,Melekeok,208,2018,LandScan Global
Palau,Ngarchelong,329,2018,LandScan Global
Palau,Ngaraard,389,2018,LandScan Global
Palau,Ngardmau,212,2018,LandScan Global
Palau,Ngatpang,232,2018,LandScan Global
Palau,Ngchesar,299,2018,LandScan Global
Palau,Ngeremlengui,431,2018,LandScan Global
Palau,Ngiwal,236,2018,LandScan Global
Palau,Peleliu,354,2018,LandScan Global
Palau,Sonsorol,50,2018,LandScan Global
Saint Kitts and Nevis,Saint Paul Capesterre,2873,2018,LandScan Global
Saint Kitts and Nevis,Saint Anne Sandy Point,2838,2018,LandScan Global
Saint Kitts and Nevis,Saint Thomas Middle Island,1116,2018,LandScan Global
Saint Kitts and Nevis,Trinity Palmetto Point,75,2018,LandScan Global
